Flight miles per year,Video game occupation,Ice-cream consumption,Type
55164,4.50874,1.036192,1
17595,0.36632800000000004,0.163652,2
1862,3.2994440000000003,0.575152,2
57087,0.573287,0.607915,1
63082,9.183738,0.01228,1
51213,7.842646,1.0606360000000001,3
6487,4.750964,0.55824,2
4805,11.438702000000001,1.556334,3
30302,8.243063000000001,1.122768,3
68680,7.9490169999999996,0.271865,1
17591,7.875477,0.22708499999999998,2
74391,9.569087,0.364856,1
37217,7.750103,0.869094,3
42814,0.0,1.515293,1
14738,3.39603,0.633977,2
19896,11.916091,0.025294,3
14673,0.460758,0.6895859999999999,2
32011,13.087566,0.47600200000000004,3
58736,4.589016,1.6726,1
54744,8.397217,1.534103,1
29482,5.562772,1.6893880000000001,1
27698,10.905159,0.619091,3
11443,1.311441,1.1698870000000001,2
56117,10.64717,0.980141,3
39514,0.0,0.481918,1
26627,8.503025,0.8308610000000001,3
16525,0.43688,1.395314,2
24368,6.127867,1.102179,1
22160,12.112492,0.35968,3
6030,1.264968,1.1415819999999999,2
6468,6.067568,1.3270469999999999,2
22945,8.010964,1.681648,3
18520,3.7910839999999997,0.30407199999999995,2
34914,11.773195,1.262621,3
6121,8.339588000000001,1.443357,2
38063,2.5630919999999997,1.464013,1
23410,5.954216000000001,0.953782,1
35073,9.288374000000001,0.7673180000000001,3
52914,3.9767959999999998,1.043109,1
16801,8.585227,1.455708,3
9533,1.271946,0.796506,2
16721,0.0,0.24277800000000002,2
5832,0.0,0.089749,2
44591,11.521298,0.30086,3
10143,1.1394469999999999,0.41537299999999994,2
21609,5.69909,1.391892,2
23817,2.449378,1.32256,1
15640,0.0,1.22838,2
8847,3.168365,0.05399299999999999,2
50939,10.42861,1.126257,3
28521,2.94307,1.4468159999999999,1
32901,10.441348,0.975283,3
42850,12.478764,1.6287260000000001,3
13499,5.856902,0.363883,2
40345,2.47642,0.096075,1
43547,1.8266369999999998,0.811457,1
70758,4.324451,0.328235,1
19780,1.376085,1.178359,2
44484,5.342462,0.394527,1
54462,11.835521,0.6933010000000001,3
20085,12.423687,1.424264,3
42291,12.161273,0.071131,3
47550,8.14836,1.6491939999999998,3
11938,1.531067,1.549756,2
40699,3.2009119999999998,0.309679,1
70908,8.862691,0.530506,1
73989,6.370551,0.36935,1
11872,2.468841,0.14506,2
48463,11.054212,0.141508,3
15987,2.03708,0.7152430000000001,2
70036,13.36403,0.549972,1
32967,10.249135,0.192735,3
63249,10.464252,1.6697669999999998,1
42795,9.424574,0.013725,3
14459,4.458901999999999,0.268444,2
19973,0.0,0.575976,2
5494,9.686082,1.029808,3
67902,13.649401999999998,1.052618,1
25621,13.181148,0.273014,3
27545,3.877472,0.4016,1
58656,1.413952,0.45138,1
7327,4.248986,1.4302489999999999,2
64555,8.779183,0.8459469999999999,1
8998,4.156251999999999,0.097109,2
11752,5.580018,0.158401,2
76319,15.04044,1.366898,1
27665,12.79387,1.307323,3
67417,3.254877,0.669546,1
21808,10.725607,0.588588,3
15326,8.256473,0.765891,2
20057,8.033892,1.618562,3
79341,10.702532000000001,0.204792,1
15636,5.062996,1.132555,2
35602,10.772286,0.668721,3
28544,1.892354,0.8370280000000001,1
57663,1.019966,0.37232,1
78727,15.546043,0.729742,1
68255,11.638205000000001,0.409125,1
14964,3.427886,0.975616,2
21835,11.246174,1.475586,3
7487,0.0,0.645045,2
8700,0.0,1.424017,2
26226,8.242553,0.279069,3
65899,8.70006,0.10180700000000001,1
6543,0.812344,0.260334,2
46556,2.448235,1.1768290000000001,1
71038,13.230078,0.616147,1
47657,0.23613299999999998,0.34084000000000003,1
19600,11.155826,0.335131,3
37422,11.029636,0.5057689999999999,3
1363,2.9011810000000002,1.6466330000000002,2
26535,3.9245940000000004,1.1431200000000001,1
47707,2.5248060000000003,1.292848,1
38055,3.5274739999999998,1.449158,1
6286,3.3842809999999997,0.8892680000000001,2
10747,0.0,1.107592,2
44883,11.89889,0.406441,3
56823,3.529892,1.375844,1
68086,11.442677,0.696919,1
70242,10.308145,0.42272200000000004,1
11409,8.540529,0.7273729999999999,2
67671,7.156949000000001,1.691682,1
61238,0.720675,0.8475739999999999,1
17774,0.22940500000000003,1.0386030000000002,2
53376,3.3993309999999997,0.077501,1
30930,6.157239,0.580133,1
28987,1.239698,0.719989,1
13655,6.036854,0.016548,2
7227,5.258665000000001,0.9337219999999999,2
40409,12.393001,1.571281,3
13605,9.627613,0.9358420000000001,2
26400,11.130453,0.5976100000000001,3
13491,8.842595,0.34976799999999997,3
30232,10.690010000000001,1.456595,3
43253,5.714718,1.67478,3
55536,3.052505,1.335804,1
8807,0.0,0.059025,2
25783,9.945307000000001,1.287952,3
22812,2.719723,1.142148,1
77826,11.154055,1.608486,1
38172,2.687918,0.660836,1
31676,10.037847,0.9622450000000001,3
74038,12.404762,1.11208,1
44738,10.237305000000001,0.633422,3
17410,4.745392,0.66252,2
5688,4.639461,1.569431,2
36642,3.14931,0.6396689999999999,1
29956,13.406875,1.6391939999999998,3
60350,6.068668,0.8812409999999999,1
23758,9.477022,0.8990020000000001,3
25780,3.89762,0.5602010000000001,2
11342,5.463615,1.203677,2
36109,3.369267,1.575043,1
14292,5.234562,0.8259540000000001,2
11160,0.0,0.72217,2
23762,12.979069,0.5040680000000001,3
39567,5.376564,0.557476,1
25647,13.52791,1.586732,3
14814,2.196889,0.784587,2
73590,10.691748,0.007509,1
35187,1.6592419999999999,0.44706599999999996,1
49459,8.369667,0.656697,3
31657,13.157197,0.14324800000000001,3
6259,8.199667,0.908508,2
33101,4.441669,0.439381,3
27107,9.846492,0.644523,3
17824,0.019540000000000002,0.977949,2
43536,8.253774,0.7487,3
67705,6.03862,1.5096459999999998,1
35283,6.0915870000000005,1.694641,3
71308,8.98682,1.225165,1
31054,11.508473,1.624296,3
52387,8.807734,0.7139220000000001,3
40328,0.0,0.8166760000000001,1
34844,8.889202000000001,1.665414,3
11607,3.178117,0.542752,2
64306,7.013795,0.139909,1
32721,9.605014,0.06525399999999999,3
33170,1.23054,1.331674,1
37192,10.412811,0.890803,3
13089,0.0,0.5671609999999999,2
66491,9.699991,0.122011,1
15941,0.0,0.061190999999999995,2
4272,4.455293,0.272135,2
48812,3.0209770000000002,1.502803,1
28818,8.099278,0.216317,3
35394,1.157764,1.6032170000000001,1
71791,10.105396,0.12106700000000001,1
40668,11.230148,0.408603,3
39580,9.070058,0.011379,3
11786,0.5664600000000001,0.478837,2
19251,0.0,0.4873,2
56594,8.956369,1.193484,3
54495,1.5230569999999999,0.620528,1
11844,2.749006,0.169855,2
45465,9.235393,0.18835,3
31033,10.555572999999999,0.403927,3
16633,6.956372,1.519308,2
13887,0.636281,1.273984,2
52603,3.5747370000000003,0.075163,1
72000,9.032486,1.461809,1
68497,5.958993,0.023012,1
35135,2.4353,1.2117440000000002,1
26397,10.539731,1.638248,3
7313,7.646702,0.056513,2
91273,20.919349,0.644571,1
24743,1.424726,0.8384469999999999,1
31690,6.7486630000000005,0.890223,3
15432,2.289167,0.114881,2
58394,5.5483769999999994,0.402238,1
33962,6.057226999999999,0.432666,1
31442,10.828595,0.559955,3
31044,11.31816,0.271094,3
29938,13.265310999999999,0.633903,3
9875,0.0,1.496715,2
51542,6.517133,0.402519,3
11878,4.934374,1.5200280000000002,2
69241,10.151738,0.896433,1
37776,2.425781,1.559467,1
68997,9.778962,1.195498,1
67416,12.21995,0.6576770000000001,1
59225,7.394151,0.954434,1
29138,8.518535,0.742546,3
5962,2.7987,0.662632,2
10847,0.63793,0.617373,2
70527,10.75049,0.097415,1
9610,0.625382,0.140969,2
64734,10.027968,0.282787,1
25941,9.817347,0.364197,3
2763,0.646828,1.266069,2
55601,3.347111,0.914294,1
31128,11.816892,0.193798,3
5181,0.0,1.480198,2
69982,10.945666000000001,0.9932190000000001,1
52440,10.244705999999999,0.280539,3
57350,2.579801,1.1491719999999999,1
57869,2.63041,0.098869,1
56557,11.7462,1.6955169999999997,3
42342,8.104232000000001,1.3262770000000002,3
15560,12.409742999999999,0.790295,3
34826,12.167844,1.328086,3
8569,3.198408,0.29928699999999997,2
77623,16.055513,0.5410520000000001,1
78184,7.138659,0.15848099999999998,1
7036,4.831041,0.761419,2
69616,10.082889999999999,1.3736110000000001,1
21546,10.066867,0.78847,3
36715,8.129538,0.329913,3
20522,3.012463,1.138108,2
42349,3.7203910000000002,0.845974,1
9037,0.773493,1.148256,2
26728,10.962941,1.037324,3
587,0.177621,0.162614,2
48915,3.0858529999999997,0.967899,1
9824,8.426781,0.202558,2
4135,1.825927,1.128347,2
9666,2.185155,1.010173,2
59333,7.184595,1.2613379999999998,1
36198,0.0,0.116525,1
34909,8.901752,1.033527,3
47516,2.4514970000000003,1.358795,1
55807,3.2136310000000003,0.432044,1
14036,3.974739,0.723929,2
42856,9.601306,0.619232,3
64007,8.363897,0.445341,1
59428,6.3814839999999995,1.365019,1
13730,0.0,1.4039139999999999,2
41740,9.609836,1.438105,3
63546,9.904741,0.9858620000000001,1
30417,7.1858070000000005,1.4891020000000001,3
69636,5.466703,1.2165709999999998,1
64660,0.0,0.915898,1
14883,4.575443,0.535671,2
7965,3.277076,1.010868,2
68620,10.246623,1.2396340000000001,1
8738,2.341735,1.060235,2
7544,3.201046,0.49884300000000004,2
6377,6.066013,0.12092699999999999,2
36842,8.829379,0.8956569999999999,3
81046,15.833048000000002,1.5682450000000001,1
67736,13.516710999999999,1.220153,1
32492,0.664284,1.116755,1
39299,6.325139,0.605109,3
77289,8.677499000000001,0.344373,1
33835,8.188005,0.9648959999999999,3
71890,9.414263,0.38403000000000004,1
32054,9.196547,1.138253,3
38579,10.202967999999998,0.452363,3
55984,2.119439,1.4816610000000001,1
72694,13.635078,0.8583139999999999,1
42299,0.08344299999999999,0.701669,1
26635,9.149096,1.0514459999999999,3
8579,1.933803,1.374388,2
37302,14.115544,0.676198,3
22878,8.933736,0.9433520000000001,3
4364,2.661254,0.946117,2
4985,0.988432,1.305027,2
37068,2.063741,1.125946,1
41137,2.22059,0.690754,1
67759,6.424849,0.8066409999999999,1
11831,1.156153,1.613674,2
34502,3.03272,0.601847,1
4088,3.076828,0.952089,2
15199,0.0,0.318105,2
17309,7.7504800000000005,0.5540149999999999,3
42816,10.958135,1.4825,3
43751,10.222017999999998,0.488678,3
58335,2.367988,0.435741,1
75039,7.6860539999999995,1.3814549999999999,1
42878,11.464879,1.481589,3
42770,11.075735,0.089726,3
8848,3.543989,0.345853,2
31340,8.123889,1.28288,3
41413,4.331769,0.754467,3
12731,0.12086500000000001,1.211961,2
22447,6.116109,0.701523,3
33564,7.474533999999999,0.50579,3
48907,8.819453999999999,0.649292,3
8762,6.802144,0.615284,2
46696,12.666325,0.93196,3
36851,8.63618,0.399333,3
67639,11.730991,1.289833,1
171,8.132449000000001,0.039062,2
26674,10.296588999999999,1.4961440000000001,3
8739,7.583906,1.0057639999999999,2
66668,9.777806,0.49637700000000007,1
68732,8.833546,0.513876,1
69995,4.907899,1.5180360000000002,1
82008,8.362736,1.285939,1
25054,9.084726,1.6063120000000002,3
33085,14.164141,0.56097,3
41379,9.080683,0.98992,3
39417,6.522767,0.038548,3
12556,3.690342,0.46228100000000005,2
39432,3.563706,0.242019,1
38010,1.06587,1.141569,1
69306,6.683796000000001,1.456317,1
38000,1.7128740000000002,0.243945,1
46321,13.109929000000001,1.280111,3
66293,11.327910000000001,0.780977,1
22730,4.545711,1.233254,1
5952,3.367889,0.468104,2
72308,8.326224,0.567347,1
60338,8.978339,1.442034,1
13301,5.655826,1.582159,2
27884,8.855312,0.570684,3
11188,6.6495679999999995,0.544233,2
56796,3.966325,0.85041,1
8571,1.924045,1.664782,2
4914,6.004812,0.280369,2
10784,0.0,0.375849,2
39296,9.923017999999999,0.092192,3
13113,2.389084,0.11928399999999999,2
70204,13.663189000000001,0.133251,1
46813,11.434975999999999,0.321216,3
11697,0.35827,1.292858,2
44183,9.598873,0.22352399999999997,3
2225,6.375275,0.6080399999999999,2
29066,11.580532,0.458401,3
4245,5.319324,1.59807,2
34379,4.324031,1.603481,1
44441,2.35837,1.273204,1
2022,0.0,1.182708,2
26866,12.824375999999999,0.8904110000000001,3
57070,1.5872469999999999,1.456982,1
32932,8.510324,1.520683,3
51967,10.428884,1.187734,3
44432,8.346618,0.042318,3
67066,7.541444,0.809226,1
17262,2.540946,1.583286,2
79728,9.473047,0.692513,1
14259,0.35228400000000004,0.47408,2
6122,0.0,0.5898260000000001,2
76879,12.405171000000001,0.5672010000000001,1
11426,4.126775,0.871452,2
2493,0.034087,0.335848,2
19910,1.177634,0.07510599999999999,2
10939,0.0,0.479996,2
17716,0.994909,0.611135,2
31390,11.053664,1.180117,3
20375,0.0,1.679729,2
26309,2.495011,1.459589,1
33484,11.516831,0.0011560000000000001,3
45944,9.213215,0.797743,3
4249,5.332865,0.10928800000000001,2
6089,0.0,1.689771,2
7513,0.0,1.126053,2
27862,12.640062,1.6909029999999998,3
39038,2.693142,1.317518,1
19218,3.3289690000000003,0.268271,2
62911,7.193166000000001,1.117456,1
77758,6.615512,1.521012,1
27940,8.000567,0.835341,3
2194,4.0175410000000005,0.512104,2
37072,13.245859,0.927465,3
15585,5.970616000000001,0.813624,2
25577,11.668719,0.8869020000000001,3
8777,4.283237000000001,1.272728,2
29016,10.742963,0.9714010000000001,3
21910,12.326672,1.592608,3
12916,0.0,0.344622,2
10976,0.0,0.9228459999999999,2
79065,10.602095,0.5736859999999999,1
36759,10.861858999999999,1.155054,3
50011,1.2290940000000001,1.6386900000000002,1
1155,0.41039200000000003,1.313401,2
71600,14.552710999999999,0.616162,1
30817,14.178042999999999,0.616313,3
54559,14.13626,0.362388,1
29764,0.093534,1.207194,1
69100,10.929021,0.40310999999999997,1
47324,11.432919,0.825959,3
73199,9.134527,0.586846,1
44461,5.071432,1.4214200000000001,1
45617,11.460253999999999,1.541749,3
28221,11.620039,1.103553,3
7091,4.022079,0.20730700000000002,2
6110,3.057842,1.631262,2
79016,7.782169000000001,0.404385,1
18289,7.981741,0.929789,3
43679,4.601363,0.268326,1
22075,2.595564,1.115375,1
23535,10.049077,0.391045,3
25301,3.265444,1.57297,2
32256,11.780282000000001,1.5110139999999999,3
36951,3.075975,0.28628400000000004,1
31290,1.795307,0.19434300000000002,1
38953,11.106978999999999,0.202415,3
35257,5.994413,0.800021,1
25847,9.706062,1.012182,3
32680,10.582991999999999,0.836025,3
62018,7.038266,1.458979,1
9074,0.023771,0.015314,2
33004,12.823982,0.676371,3
44588,3.6177699999999997,0.493483,1
32565,8.346684,0.253317,3
38563,6.104317,0.099207,1
75668,16.207776000000003,0.584973,1
9069,6.401969,1.691873,2
53395,2.298696,0.559757,1
28631,7.661515,0.055980999999999996,3
71036,6.353608,1.645301,1
71142,10.44278,0.33587,1
37653,3.8345089999999997,1.346121,1
76839,10.998586999999999,0.584555,1
9916,2.695935,1.512111,2
38889,3.356646,0.32423,1
39075,14.677836,0.793183,3
48071,1.551934,0.130902,1
7275,2.464739,0.223502,2
41804,1.533216,1.0074809999999998,1
35665,12.473921,0.16291,3
67956,6.4915959999999995,0.032576,1
41892,10.506276,1.5107469999999998,3
38844,4.380388,0.748506,1
74197,13.670988000000001,1.6879439999999999,1
14201,8.317599000000001,0.390409,2
3908,0.0,0.556245,2
2459,0.0,0.290218,2
32027,10.095799000000001,1.188148,3
12870,0.8606950000000001,1.482632,2
9880,1.557564,0.711278,2
72784,10.072778999999999,0.75603,1
17521,0.0,0.431468,2
50283,7.140817,0.883813,3
33536,11.384547999999999,1.438307,3
9452,3.214568,1.083536,2
37457,11.720655,0.301636,3
17724,6.374475,1.475925,3
43869,5.749683999999999,0.198875,3
264,3.871808,0.552602,2
25736,8.336309,0.636238,3
39584,9.710442,1.503735,3
31246,1.5326110000000002,1.433898,1
49567,9.785785,0.984614,3
7052,2.633627,1.097866,2
35493,9.238935000000001,0.494701,3
10986,1.2056559999999998,1.398803,2
49508,3.124909,1.670121,1
5734,7.935489,1.5850440000000001,2
65479,12.746636,1.560352,1
77268,10.732563,0.5453210000000001,1
28490,3.977403,0.766103,1
13546,4.194426,0.45066300000000004,2
37166,9.610286,0.14291199999999998,3
16381,4.797555,1.2604549999999999,2
10848,1.6152790000000001,0.093002,2
35405,4.614771,1.027105,1
15917,0.0,1.369726,2
6131,0.608457,0.51222,2
67432,6.558239,0.667579,1
30354,12.315116,0.197068,3
69696,7.0149729999999995,1.494616,1
33481,8.822303999999999,1.194177,3
43075,10.086796000000001,0.570455,3
38343,7.241614,1.661627,3
14318,4.602395,1.511768,2
5367,7.434921000000001,0.079792,2
37894,10.46757,1.595418,3
36172,9.948127000000001,0.0036630000000000005,3
40123,2.478529,1.5689870000000001,1
10976,5.9385449999999995,0.87854,2
12705,0.0,0.9480040000000001,2
12495,5.559181,1.357926,2
35681,9.776653999999999,0.5359659999999999,3
46202,3.092056,0.49090600000000006,1
11505,0.0,1.623311,2
22834,4.4594949999999995,0.538867,1
49901,8.334306,1.6466,3
71932,11.226654,0.38468600000000003,1
13279,3.9047370000000003,1.597294,2
49112,7.0382050000000005,1.211329,3
77129,9.83612,1.05434,1
37447,1.9909759999999999,0.378081,1
62397,9.005302,0.485385,1
0,1.7725099999999998,1.039873,2
15476,0.45867399999999997,0.8195600000000001,2
40625,10.003919,0.231658,3
36706,0.520807,1.476008,1
28580,10.678214,1.431837,3
25862,4.425992,1.363842,1
63488,12.035355000000001,0.8312219999999999,1
33944,10.606732000000001,1.253858,3
30099,1.568653,0.684264,1
13725,2.545434,0.024271,2
36768,10.264062,0.982593,3
64656,9.866276,0.685218,1
14927,0.142704,0.05745499999999999,2
43231,9.85327,1.521432,3
66087,6.596603999999999,1.653574,1
19806,2.602287,1.321481,2
41081,10.411776,0.664168,3
10277,7.083449000000001,0.6225890000000001,2
7014,2.0800680000000003,1.254441,2
17275,0.522844,1.622458,2
31600,10.362,1.544827,3
59956,3.4129669999999996,1.03541,1
42181,6.796548,1.1121530000000002,3
51743,4.092035,0.075804,1
5194,2.763811,1.564325,2
30832,12.547439,1.402443,3
7976,5.7080519999999995,1.596152,2
14602,4.558025,0.375806,2
41571,11.642307,0.43855299999999997,3
55028,3.222443,0.121399,1
5837,4.736155999999999,0.029870999999999998,2
39808,10.839526,0.8363229999999999,3
20944,4.194791,0.235483,2
22146,14.936259,0.888582,3
42169,3.3106989999999996,1.521855,1
7010,2.971931,0.034321,2
3807,9.261667,0.5378069999999999,2
29241,7.7918330000000005,1.111416,3
52696,1.4804700000000002,1.02875,1
42545,3.677287,0.244167,1
24437,2.2029669999999997,1.370399,1
16037,5.796735,0.935893,2
8493,3.063333,0.14408900000000002,2
68080,11.233094,0.492487,1
59016,1.96557,0.005697,1
11810,8.616719,0.137419,2
68630,6.609989,1.083505,1
7629,1.712639,1.0862969999999998,2
71992,10.117445,1.2993190000000001,1
13398,0.0,1.104178,2
26241,9.824777000000001,1.3468209999999998,3
11160,1.653089,0.980949,2
76701,18.178822,1.473671,1
32174,6.7811259999999995,0.88534,3
45043,8.20675,1.549223,3
42173,10.081853,1.376745,3
69801,6.288742,0.112799,1
41737,3.6959370000000002,1.5435889999999999,1
46979,6.726151,1.06938,3
79267,12.969999000000001,1.568223,1
4615,2.6613900000000004,1.531933,2
32907,7.072764,1.117386,3
37444,9.123366,1.3189879999999998,3
569,3.7439459999999998,1.0395459999999999,2
8723,2.3413,0.219361,2
6024,0.541913,0.592348,2
52252,2.310828,1.4367530000000002,1
8358,6.226597,1.427316,2
26166,7.277875999999999,0.489252,3
18471,0.0,0.389459,2
3386,7.218221000000001,1.0988280000000001,2
41544,8.777128999999999,1.111464,3
10480,2.813428,0.819419,2
5894,2.268766,1.4121299999999999,2
7273,6.283627,0.571292,2
22272,7.520080999999999,1.626868,3
31369,11.739225,0.027138,3
10708,3.746883,0.87735,2
69364,12.089835,0.5216310000000001,1
37760,12.310404,0.259339,3
13004,0.0,0.671355,2
37885,2.7288,0.331502,1
52555,10.814342,0.6076520000000001,3
38997,12.170268,0.8442049999999999,3
69698,6.698371000000001,0.24008400000000002,1
11783,3.632672,1.6434790000000001,2
47636,10.059991,0.8923610000000001,3
15744,1.887674,0.756162,2
69058,8.229125,0.19588599999999998,1
33057,7.817082000000001,0.476102,3
28681,12.27723,0.076805,3
34042,10.055337,1.1157780000000002,3
29928,3.5960019999999995,1.485952,1
9734,2.75553,1.420655,2
7344,7.780991,0.513048,2
7387,0.093705,0.391834,2
33957,8.481567,0.5200779999999999,3
9936,3.8655839999999997,0.110062,2
36094,9.683709,0.779984,3
39835,10.617255,1.3599700000000001,3
64486,7.203216,1.624762,1
0,7.601414,1.2156049999999998,2
39539,1.386107,1.41707,1
66972,9.129253,0.594089,1
15029,1.3634469999999999,0.620841,2
44909,3.1813990000000003,0.359329,1
38183,13.365414000000001,0.217011,3
37372,4.207717,1.289767,1
0,4.088394999999999,0.870075,2
17786,3.327371,1.1425049999999999,2
39055,1.303323,1.23565,1
37045,7.999279,1.581763,3
6435,2.217488,0.8645360000000001,2
72265,7.7518080000000005,0.192451,1
28152,14.149304999999998,1.591532,3
25931,8.765721000000001,0.152808,3
7538,3.4089959999999997,0.184896,2
1315,1.251021,0.11234000000000001,2
12292,6.1606190000000005,1.537165,2
49248,1.034538,1.5851620000000002,1
9025,0.0,1.034635,2
13438,2.355051,0.542603,2
69683,6.614542999999999,0.153771,1
25374,10.245061999999999,1.450903,3
55264,3.4670739999999998,1.231019,1
38324,7.487678,1.572293,3
69643,4.624115,1.185192,1
44058,8.995957,1.436479,3
41316,11.564475999999999,0.007195,3
29119,3.440948,0.078331,1
51656,1.673603,0.732746,1
3030,4.719341,0.699755,2
35695,10.304798,1.576488,3
1537,2.0869150000000003,1.1993120000000002,2
9083,6.33822,1.131305,2
47744,8.254926,0.7106939999999999,3
71372,16.067107999999998,0.974142,1
37980,1.7232009999999998,0.310488,1
42385,3.7850449999999998,0.8769040000000001,1
22687,2.557561,0.12373800000000001,1
39512,9.852219999999999,1.095171,3
11885,3.679147,1.557205,2
4944,9.789681,0.8529709999999999,2
73230,14.958998000000001,0.5267069999999999,1
17585,11.182148,1.288459,3
68737,7.528533,1.657487,1
13818,5.253801999999999,1.378603,2
31662,13.946751999999998,1.426657,3
86686,15.557263,1.430029,1
43214,12.48355,0.688513,3
24091,2.317302,1.411137,1
52544,10.069724,0.766119,3
61861,5.792231,1.615483,1
47903,4.138434999999999,0.475994,1
37190,12.929517,0.30437800000000004,3
6013,9.378238,0.307392,2
27223,8.361362,1.643204,3
69027,7.939406,1.325042,1
78642,10.735384,0.705788,1
30254,11.592723,0.286188,3
21704,10.098355999999999,0.7047479999999999,3
